"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 02 11:59:54 IST 2023","Mon Oct 02 12:00:36 IST 2023","42319","","","","","","Test submenu and button on the Edge page",""
"passed","Mon Oct 02 12:09:33 IST 2023","Mon Oct 02 12:09:54 IST 2023","21753","","","","","","Test submenu and button on the Resources page",""
"passed","Mon Oct 02 12:12:07 IST 2023","Mon Oct 02 12:12:20 IST 2023","12943","","","","","","Test submenu and button on the About page",""
"passed","Mon Oct 02 12:11:35 IST 2023","Mon Oct 02 12:11:44 IST 2023","9238","","","","","","Test submenu and button on the Support page",""
"passed","Mon Oct 02 11:54:55 IST 2023","Mon Oct 02 11:55:32 IST 2023","37595","","","","","","Test submenu and button on the High Availability page",""
"passed","Mon Oct 02 11:55:32 IST 2023","Mon Oct 02 11:56:12 IST 2023","39637","","","","","","Test submenu and button on the Monetizing AI + ML page",""
"passed","Mon Oct 02 12:11:44 IST 2023","Mon Oct 02 12:11:55 IST 2023","11079","","","","","","Test submenu and button on the Professional Services page",""
"failed","Mon Oct 02 11:49:37 IST 2023","Mon Oct 02 11:51:52 IST 2023","134910","","","","","","Test buttons and links on the Home page",""
"passed","Mon Oct 02 12:12:20 IST 2023","Mon Oct 02 12:12:36 IST 2023","16606","","","","","","Test submenu and button on the Careers page",""
"passed","Mon Oct 02 12:08:59 IST 2023","Mon Oct 02 12:09:33 IST 2023","33865","","","","","","Test submenu and button on the IOT page",""
"passed","Mon Oct 02 12:10:52 IST 2023","Mon Oct 02 12:11:35 IST 2023","42908","","","","","","Test submenu and button on the Webinars and Events page",""
"passed","Mon Oct 02 12:09:54 IST 2023","Mon Oct 02 12:10:15 IST 2023","21035","","","","","","Test submenu and button on the Blog page",""
"passed","Mon Oct 02 12:12:36 IST 2023","Mon Oct 02 12:12:47 IST 2023","10757","","","","","","Test submenu and button on the News page",""
"passed","Mon Oct 02 12:04:59 IST 2023","Mon Oct 02 12:07:46 IST 2023","166529","","","","","","Test submenu and button on the Data Platform for Fantasy Sports page",""
"passed","Mon Oct 02 11:52:37 IST 2023","Mon Oct 02 11:53:45 IST 2023","67442","","","","","","Test submenu and button on the Volt For 5g page",""
"passed","Mon Oct 02 11:51:52 IST 2023","Mon Oct 02 11:52:37 IST 2023","45529","","","","","","Test submenu and button on the No Compromises page",""
"passed","Mon Oct 02 12:07:46 IST 2023","Mon Oct 02 12:08:59 IST 2023","72739","","","","","","Test submenu and button on the Fraud Prevention page",""
"passed","Mon Oct 02 12:12:47 IST 2023","Mon Oct 02 12:13:17 IST 2023","29860","","","","","","Test submenu and button on the Press Release page",""
"passed","Mon Oct 02 12:01:16 IST 2023","Mon Oct 02 12:02:04 IST 2023","47875","","","","","","Test submenu and button on the Billing Mediation Data page",""
"passed","Mon Oct 02 12:13:29 IST 2023","Mon Oct 02 12:13:39 IST 2023","10388","","","","","","Test submenu and button on the Contact page",""
"passed","Mon Oct 02 12:13:17 IST 2023","Mon Oct 02 12:13:29 IST 2023","11696","","","","","","Test submenu and button on the Team page",""
"passed","Mon Oct 02 11:53:45 IST 2023","Mon Oct 02 11:54:15 IST 2023","30359","","","","","","Test submenu and button on the Capabilities page",""
"passed","Mon Oct 02 11:56:40 IST 2023","Mon Oct 02 11:57:06 IST 2023","26212","","","","","","Test submenu and button on the Real-Time Decisioning page",""
"failed","Mon Oct 02 12:14:30 IST 2023","Mon Oct 02 12:14:56 IST 2023","25478","","","","","","Test the Social Media Links Redirection on Footer",""
"passed","Mon Oct 02 12:10:15 IST 2023","Mon Oct 02 12:10:52 IST 2023","36929","","","","","","Test submenu and button on the Partner Program page",""
"broken","Mon Oct 02 11:56:12 IST 2023","Mon Oct 02 11:56:40 IST 2023","28144","","","","","","Test submenu and button on the OEM-Friendly page",""
"passed","Mon Oct 02 11:57:06 IST 2023","Mon Oct 02 11:59:54 IST 2023","167370","","","","","","Test submenu and button on the Cloud page",""
"passed","Mon Oct 02 12:00:36 IST 2023","Mon Oct 02 12:01:16 IST 2023","39890","","","","","","Test submenu and button on the Kafka + Streaming Data page",""
"passed","Mon Oct 02 11:54:15 IST 2023","Mon Oct 02 11:54:55 IST 2023","39450","","","","","","Test submenu and button on the Geo Replication page",""
"passed","Mon Oct 02 12:13:39 IST 2023","Mon Oct 02 12:14:30 IST 2023","51182","","","","","","Test the Link Redirection on Footer",""
"passed","Mon Oct 02 12:02:04 IST 2023","Mon Oct 02 12:04:59 IST 2023","175714","","","","","","Test submenu and button on the BSS page",""
"passed","Mon Oct 02 12:11:55 IST 2023","Mon Oct 02 12:12:07 IST 2023","11268","","","","","","Test submenu and button on the Documentation page",""
