"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 19 12:10:07 IST 2023","Tue Sep 19 12:11:06 IST 2023","59249","","","","","","Test submenu and button on the BSS page",""
"passed","Tue Sep 19 11:57:42 IST 2023","Tue Sep 19 12:00:30 IST 2023","167817","","","","","","Test submenu and button on the No Compromises page",""
"passed","Tue Sep 19 12:07:59 IST 2023","Tue Sep 19 12:08:48 IST 2023","48777","","","","","","Test submenu and button on the Edge page",""
"passed","Tue Sep 19 12:17:49 IST 2023","Tue Sep 19 12:17:59 IST 2023","10263","","","","","","Test submenu and button on the Documentation page",""
"passed","Tue Sep 19 12:13:30 IST 2023","Tue Sep 19 12:14:29 IST 2023","59220","","","","","","Test submenu and button on the IOT page",""
"passed","Tue Sep 19 12:11:06 IST 2023","Tue Sep 19 12:11:53 IST 2023","46905","","","","","","Test submenu and button on the Data Platform for Fantasy Sports page",""
"passed","Tue Sep 19 12:20:20 IST 2023","Tue Sep 19 12:20:41 IST 2023","21241","","","","","","Test submenu and button on the Careers page",""
"passed","Tue Sep 19 11:55:29 IST 2023","Tue Sep 19 11:57:42 IST 2023","133040","","","","","","Test buttons and links on the Home page",""
"passed","Tue Sep 19 12:15:53 IST 2023","Tue Sep 19 12:16:37 IST 2023","43907","","","","","","Test submenu and button on the Partner Program page",""
"passed","Tue Sep 19 12:08:48 IST 2023","Tue Sep 19 12:09:39 IST 2023","50420","","","","","","Test submenu and button on the Kafka + Streaming Data page",""
"passed","Tue Sep 19 12:16:37 IST 2023","Tue Sep 19 12:17:24 IST 2023","46681","","","","","","Test submenu and button on the Webinars and Events page",""
"passed","Tue Sep 19 12:05:08 IST 2023","Tue Sep 19 12:07:59 IST 2023","170991","","","","","","Test submenu and button on the Cloud page",""
"passed","Tue Sep 19 12:03:24 IST 2023","Tue Sep 19 12:04:00 IST 2023","36798","","","","","","Test submenu and button on the Monetizing AI + ML page",""
"passed","Tue Sep 19 12:02:49 IST 2023","Tue Sep 19 12:03:24 IST 2023","34237","","","","","","Test submenu and button on the High Availability page",""
"broken","Tue Sep 19 12:11:53 IST 2023","Tue Sep 19 12:13:30 IST 2023","96755","","","","","","Test submenu and button on the Fraud Prevention page",""
"passed","Tue Sep 19 12:14:29 IST 2023","Tue Sep 19 12:15:32 IST 2023","62304","","","","","","Test submenu and button on the Resources page",""
"passed","Tue Sep 19 12:02:09 IST 2023","Tue Sep 19 12:02:49 IST 2023","40529","","","","","","Test submenu and button on the Geo Replication page",""
"passed","Tue Sep 19 12:20:54 IST 2023","Tue Sep 19 12:21:26 IST 2023","31990","","","","","","Test submenu and button on the Press Release page",""
"passed","Tue Sep 19 12:24:56 IST 2023","Tue Sep 19 12:25:12 IST 2023","15594","","","","","","Test the Social Media Links Redirection on Footer",""
"passed","Tue Sep 19 12:21:26 IST 2023","Tue Sep 19 12:23:47 IST 2023","140611","","","","","","Test submenu and button on the Team page",""
"passed","Tue Sep 19 12:17:24 IST 2023","Tue Sep 19 12:17:33 IST 2023","9497","","","","","","Test submenu and button on the Support page",""
"passed","Tue Sep 19 12:20:41 IST 2023","Tue Sep 19 12:20:54 IST 2023","12768","","","","","","Test submenu and button on the News page",""
"passed","Tue Sep 19 12:00:30 IST 2023","Tue Sep 19 12:01:38 IST 2023","68369","","","","","","Test submenu and button on the Volt For 5g page",""
"passed","Tue Sep 19 12:15:32 IST 2023","Tue Sep 19 12:15:53 IST 2023","21556","","","","","","Test submenu and button on the Blog page",""
"passed","Tue Sep 19 12:01:38 IST 2023","Tue Sep 19 12:02:09 IST 2023","30696","","","","","","Test submenu and button on the Capabilities page",""
"passed","Tue Sep 19 12:24:00 IST 2023","Tue Sep 19 12:24:56 IST 2023","56591","","","","","","Test the Link Redirection on Footer",""
"passed","Tue Sep 19 12:04:46 IST 2023","Tue Sep 19 12:05:08 IST 2023","22601","","","","","","Test submenu and button on the Real-Time Decisioning page",""
"passed","Tue Sep 19 12:04:00 IST 2023","Tue Sep 19 12:04:46 IST 2023","45436","","","","","","Test submenu and button on the OEM-Friendly page",""
"passed","Tue Sep 19 12:17:59 IST 2023","Tue Sep 19 12:20:20 IST 2023","141071","","","","","","Test submenu and button on the About page",""
"passed","Tue Sep 19 12:23:47 IST 2023","Tue Sep 19 12:24:00 IST 2023","13083","","","","","","Test submenu and button on the Contact page",""
"broken","Tue Sep 19 12:09:39 IST 2023","Tue Sep 19 12:10:07 IST 2023","28450","","","","","","Test submenu and button on the Billing Mediation Data page",""
"passed","Tue Sep 19 12:17:33 IST 2023","Tue Sep 19 12:17:49 IST 2023","15392","","","","","","Test submenu and button on the Professional Services page",""
